
Iteracción: 0
individual0 mCAI=0.369312,mHD=0.131579,lLCS=0.175439,GENDER=female,AGE:0,fitness:3.00171e+11, last mutation: -1, Identificador de poblacion: 94
individual145 mCAI=0.400263,mHD=0.175439,lLCS=0.122807,GENDER=male,AGE:1,fitness:139184, last mutation: -1, Identificador de poblacion: 193
individual146 mCAI=0.391339,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:2,fitness:132992, last mutation: -1, Identificador de poblacion: 4
individual147 mCAI=0.390971,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:2,fitness:126546, last mutation: -1, Identificador de poblacion: 142
individual148 mCAI=0.391023,mHD=0.184211,lLCS=0.122807,GENDER=male,AGE:1,fitness:126477, last mutation: 3, Identificador de poblacion: 27
individual149 mCAI=0.388964,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:119499, last mutation: 0, Identificador de poblacion: 137
individual150 mCAI=0.399182,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:1,fitness:114438, last mutation: 0, Identificador de poblacion: 6
individual151 mCAI=0.399093,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:2,fitness:112756, last mutation: -1, Identificador de poblacion: 26
individual152 mCAI=0.389713,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:2,fitness:103735, last mutation: -1, Identificador de poblacion: 58
individual153 mCAI=0.407842,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:100165, last mutation: 0, Identificador de poblacion: 188
individual154 mCAI=0.405463,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:99451.2, last mutation: 3, Identificador de poblacion: 173
individual155 mCAI=0.398063,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:1,fitness:92794.6, last mutation: 0, Identificador de poblacion: 92
individual156 mCAI=0.388807,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:89831.7, last mutation: -1, Identificador de poblacion: 153
individual157 mCAI=0.397691,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:2,fitness:87645.3, last mutation: -1, Identificador de poblacion: 136
individual158 mCAI=0.397671,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:1,fitness:87245.1, last mutation: -1, Identificador de poblacion: 91
individual159 mCAI=0.388481,mHD=0.184211,lLCS=0.122807,GENDER=male,AGE:2,fitness:85304.5, last mutation: -1, Identificador de poblacion: 123
individual160 mCAI=0.388142,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:2,fitness:80765.6, last mutation: -1, Identificador de poblacion: 76
individual161 mCAI=0.375957,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:1,fitness:75832.3, last mutation: 0, Identificador de poblacion: 89
individual162 mCAI=0.387715,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:2,fitness:75486, last mutation: -1, Identificador de poblacion: 43
individual163 mCAI=0.395976,mHD=0.175439,lLCS=0.122807,GENDER=male,AGE:1,fitness:64432.3, last mutation: 1, Identificador de poblacion: 65
individual164 mCAI=0.395881,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:1,fitness:63271.9, last mutation: 0, Identificador de poblacion: 158
individual165 mCAI=0.386153,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:1,fitness:58948.4, last mutation: 2, Identificador de poblacion: 14
individual166 mCAI=0.38586,mHD=0.184211,lLCS=0.122807,GENDER=male,AGE:1,fitness:56276.9, last mutation: 0, Identificador de poblacion: 4
individual167 mCAI=0.394835,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:52530.6, last mutation: 0, Identificador de poblacion: 37
individual168 mCAI=0.372937,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:49819.9, last mutation: 0, Identificador de poblacion: 96
individual169 mCAI=0.394524,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:1,fitness:49691.4, last mutation: -1, Identificador de poblacion: 182
individual170 mCAI=0.3841,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:42262.6, last mutation: 0, Identificador de poblacion: 168
individual171 mCAI=0.383728,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:40188.5, last mutation: 0, Identificador de poblacion: 118
individual172 mCAI=0.391419,mHD=0.175439,lLCS=0.166667,GENDER=female,AGE:0,fitness:28508.4, last mutation: 0, Identificador de poblacion: 138
individual173 mCAI=0.368686,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:1,fitness:27859.4, last mutation: 0, Identificador de poblacion: 90
individual174 mCAI=0.368339,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:26581.6, last mutation: 0, Identificador de poblacion: 9
individual175 mCAI=0.390254,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:23200.1, last mutation: 0, Identificador de poblacion: 182
individual176 mCAI=0.384154,mHD=0.192982,lLCS=0.201754,GENDER=male,AGE:0,fitness:20845.5, last mutation: 0, Identificador de poblacion: 199
individual177 mCAI=0.386347,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:11618.1, last mutation: 0, Identificador de poblacion: 131
individual178 mCAI=0.385377,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:1,fitness:9731.1, last mutation: 0, Identificador de poblacion: 136
individual179 mCAI=0.401575,mHD=0.166667,lLCS=0.201754,GENDER=female,AGE:1,fitness:5900.76, last mutation: 0, Identificador de poblacion: 37
individual180 mCAI=0.354345,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:3121.12, last mutation: 0, Identificador de poblacion: 138
individual181 mCAI=0.378334,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:1,fitness:2776.22, last mutation: 0, Identificador de poblacion: 76
individual182 mCAI=0.386072,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:2170.18, last mutation: 0, Identificador de poblacion: 168
individual183 mCAI=0.408157,mHD=0.184211,lLCS=0.210526,GENDER=male,AGE:0,fitness:320.312, last mutation: 0, Identificador de poblacion: 199
individual184 mCAI=0.399458,mHD=0.192982,lLCS=0.210526,GENDER=male,AGE:0,fitness:319.487, last mutation: 0, Identificador de poblacion: 91
individual185 mCAI=0.375139,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:1,fitness:274.635, last mutation: 0, Identificador de poblacion: 1
individual186 mCAI=0.446772,mHD=0.184211,lLCS=0.254386,GENDER=male,AGE:0,fitness:213.882, last mutation: 0, Identificador de poblacion: 122
individual187 mCAI=0.406518,mHD=0.175439,lLCS=0.236842,GENDER=male,AGE:1,fitness:194.686, last mutation: 0, Identificador de poblacion: 43
individual188 mCAI=0.375957,mHD=0.201754,lLCS=0.236842,GENDER=male,AGE:0,fitness:175.216, last mutation: 0, Identificador de poblacion: 89
individual189 mCAI=0.407079,mHD=0.192982,lLCS=0.254386,GENDER=female,AGE:0,fitness:168.26, last mutation: 0, Identificador de poblacion: 1
individual190 mCAI=0.379579,mHD=0.157895,lLCS=0.175439,GENDER=male,AGE:0,fitness:54.8755, last mutation: 0, Identificador de poblacion: 182
individual191 mCAI=0.447146,mHD=0.149123,lLCS=0.175439,GENDER=male,AGE:0,fitness:42.3497, last mutation: 0, Identificador de poblacion: 91
individual192 mCAI=0.397078,mHD=0.157895,lLCS=0.219298,GENDER=female,AGE:0,fitness:35.8023, last mutation: -1, Identificador de poblacion: 141
individual193 mCAI=0.383457,mHD=0.157895,lLCS=0.254386,GENDER=male,AGE:1,fitness:31.472, last mutation: 0, Identificador de poblacion: 142
individual194 mCAI=0.356739,mHD=0.157895,lLCS=0.245614,GENDER=female,AGE:0,fitness:4.42052, last mutation: -1, Identificador de poblacion: 129
individual195 mCAI=0.349746,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:1,fitness:2.42202, last mutation: 0, Identificador de poblacion: 79
individual196 mCAI=0.350273,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:1.45691, last mutation: 0, Identificador de poblacion: 185
individual197 mCAI=0.356739,mHD=0.157895,lLCS=0.201754,GENDER=female,AGE:0,fitness:1.22908, last mutation: 3, Identificador de poblacion: 129
individual198 mCAI=0.346104,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:0.568162, last mutation: 0, Identificador de poblacion: 146
individual199 mCAI=0.350302,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:0.0149282, last mutation: 0, Identificador de poblacion: 194
//

Iteracción: 3
individual0 mCAI=0.412562,mHD=0.236842,lLCS=0.149123,GENDER=female,AGE:0,fitness:6.74092e+08, last mutation: 2, Identificador de poblacion: 105
individual1 mCAI=0.457442,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:4.22365e+08, last mutation: 1, Identificador de poblacion: 121
individual2 mCAI=0.434015,mHD=0.219298,lLCS=0.122807,GENDER=female,AGE:0,fitness:2.72233e+08, last mutation: 1, Identificador de poblacion: 105
individual3 mCAI=0.412562,mHD=0.22807,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.42305e+08, last mutation: 2, Identificador de poblacion: 105
individual4 mCAI=0.436946,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.36667e+08, last mutation: 1, Identificador de poblacion: 127
individual5 mCAI=0.426797,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:1,fitness:4.02631e+07, last mutation: 1, Identificador de poblacion: 153
individual6 mCAI=0.412562,mHD=0.219298,lLCS=0.149123,GENDER=female,AGE:0,fitness:3.51632e+07, last mutation: 0, Identificador de poblacion: 105
individual7 mCAI=0.408677,mHD=0.219298,lLCS=0.149123,GENDER=female,AGE:0,fitness:2.78948e+07, last mutation: 2, Identificador de poblacion: 153
individual8 mCAI=0.431063,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:1,fitness:2.50512e+07, last mutation: 0, Identificador de poblacion: 106
individual9 mCAI=0.436531,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.94561e+07, last mutation: 2, Identificador de poblacion: 169
individual10 mCAI=0.435674,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.7175e+07, last mutation: 3, Identificador de poblacion: 190
individual11 mCAI=0.449146,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:2,fitness:1.14626e+07, last mutation: 1, Identificador de poblacion: 167
individual12 mCAI=0.432332,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.05799e+07, last mutation: 1, Identificador de poblacion: 41
individual13 mCAI=0.42239,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:2,fitness:7.60339e+06, last mutation: 0, Identificador de poblacion: 20
individual14 mCAI=0.451047,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:6.30506e+06, last mutation: 1, Identificador de poblacion: 20
individual15 mCAI=0.420724,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:1,fitness:6.18527e+06, last mutation: 0, Identificador de poblacion: 153
individual16 mCAI=0.419844,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:6.09391e+06, last mutation: 0, Identificador de poblacion: 173
individual17 mCAI=0.455306,mHD=0.166667,lLCS=0.166667,GENDER=female,AGE:0,fitness:5.53866e+06, last mutation: 1, Identificador de poblacion: 121
individual18 mCAI=0.435804,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:1,fitness:5.41521e+06, last mutation: 2, Identificador de poblacion: 26
individual19 mCAI=0.428247,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:1,fitness:5.34805e+06, last mutation: 0, Identificador de poblacion: 173
individual20 mCAI=0.43965,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:4.31392e+06, last mutation: 2, Identificador de poblacion: 195
individual21 mCAI=0.447841,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:3.89944e+06, last mutation: 1, Identificador de poblacion: 20
individual22 mCAI=0.424529,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:1,fitness:3.45001e+06, last mutation: 1, Identificador de poblacion: 33
individual23 mCAI=0.436531,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:2.71542e+06, last mutation: 1, Identificador de poblacion: 169
individual24 mCAI=0.422688,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:1,fitness:2.65418e+06, last mutation: 3, Identificador de poblacion: 146
individual25 mCAI=0.435804,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:1,fitness:2.59597e+06, last mutation: 0, Identificador de poblacion: 26
individual26 mCAI=0.435674,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:2.54893e+06, last mutation: 1, Identificador de poblacion: 190
individual27 mCAI=0.422347,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:1,fitness:2.52796e+06, last mutation: 2, Identificador de poblacion: 33
individual28 mCAI=0.422688,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:1,fitness:2.43917e+06, last mutation: 2, Identificador de poblacion: 146
individual29 mCAI=0.422347,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:1,fitness:2.32615e+06, last mutation: 3, Identificador de poblacion: 33
individual30 mCAI=0.381708,mHD=0.219298,lLCS=0.149123,GENDER=female,AGE:1,fitness:2.25706e+06, last mutation: 2, Identificador de poblacion: 187
individual31 mCAI=0.434874,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:2.12728e+06, last mutation: 1, Identificador de poblacion: 127
individual32 mCAI=0.443014,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:1,fitness:1.90466e+06, last mutation: 1, Identificador de poblacion: 47
individual33 mCAI=0.410606,mHD=0.201754,lLCS=0.122807,GENDER=female,AGE:2,fitness:1.78699e+06, last mutation: 0, Identificador de poblacion: 185
individual34 mCAI=0.431959,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:2,fitness:1.68527e+06, last mutation: -1, Identificador de poblacion: 167
individual35 mCAI=0.441723,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:1,fitness:1.57505e+06, last mutation: 1, Identificador de poblacion: 47
individual36 mCAI=0.432166,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.43196e+06, last mutation: 3, Identificador de poblacion: 127
individual37 mCAI=0.418736,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.4035e+06, last mutation: 1, Identificador de poblacion: 41
individual38 mCAI=0.430392,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:1,fitness:1.10813e+06, last mutation: 1, Identificador de poblacion: 146
individual39 mCAI=0.43404,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:995401, last mutation: 2, Identificador de poblacion: 195
individual40 mCAI=0.43404,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:995401, last mutation: 2, Identificador de poblacion: 195
individual41 mCAI=0.438071,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:922759, last mutation: 3, Identificador de poblacion: 195
individual42 mCAI=0.404993,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:1,fitness:905651, last mutation: 0, Identificador de poblacion: 106
individual43 mCAI=0.404936,mHD=0.210526,lLCS=0.157895,GENDER=female,AGE:0,fitness:882472, last mutation: 1, Identificador de poblacion: 187
individual44 mCAI=0.438071,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:1,fitness:815629, last mutation: 1, Identificador de poblacion: 195
individual45 mCAI=0.438071,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:1,fitness:815629, last mutation: 1, Identificador de poblacion: 195
individual46 mCAI=0.425233,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:1,fitness:799731, last mutation: 1, Identificador de poblacion: 26
individual47 mCAI=0.432166,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:786500, last mutation: 0, Identificador de poblacion: 127
individual48 mCAI=0.437722,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:776768, last mutation: 2, Identificador de poblacion: 121
individual49 mCAI=0.413855,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:1,fitness:713838, last mutation: 2, Identificador de poblacion: 100
individual50 mCAI=0.414765,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:701606, last mutation: 1, Identificador de poblacion: 140
individual51 mCAI=0.413361,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:2,fitness:667028, last mutation: 2, Identificador de poblacion: 197
individual52 mCAI=0.422876,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:1,fitness:613579, last mutation: 1, Identificador de poblacion: 197
individual53 mCAI=0.412545,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:1,fitness:596179, last mutation: 0, Identificador de poblacion: 197
individual54 mCAI=0.413074,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:2,fitness:595794, last mutation: 0, Identificador de poblacion: 47
individual55 mCAI=0.412006,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:2,fitness:594864, last mutation: 0, Identificador de poblacion: 79
individual56 mCAI=0.387151,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:1,fitness:592209, last mutation: 0, Identificador de poblacion: 47
individual57 mCAI=0.422121,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:1,fitness:565753, last mutation: 0, Identificador de poblacion: 4
individual58 mCAI=0.400947,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:557450, last mutation: 0, Identificador de poblacion: 190
individual59 mCAI=0.400263,mHD=0.201754,lLCS=0.122807,GENDER=male,AGE:1,fitness:513803, last mutation: 2, Identificador de poblacion: 193
individual60 mCAI=0.424991,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:1,fitness:510574, last mutation: 2, Identificador de poblacion: 118
individual61 mCAI=0.439363,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:1,fitness:480118, last mutation: 1, Identificador de poblacion: 167
individual62 mCAI=0.420143,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:0,fitness:463589, last mutation: 0, Identificador de poblacion: 195
individual63 mCAI=0.410188,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:2,fitness:450691, last mutation: 0, Identificador de poblacion: 190
individual64 mCAI=0.409387,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:417097, last mutation: 0, Identificador de poblacion: 140
individual65 mCAI=0.419289,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:2,fitness:411940, last mutation: 2, Identificador de poblacion: 188
individual66 mCAI=0.382583,mHD=0.210526,lLCS=0.140351,GENDER=male,AGE:2,fitness:371197, last mutation: 0, Identificador de poblacion: 138
individual67 mCAI=0.422688,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:1,fitness:368605, last mutation: -1, Identificador de poblacion: 146
individual68 mCAI=0.437722,mHD=0.166667,lLCS=0.166667,GENDER=female,AGE:0,fitness:360899, last mutation: 1, Identificador de poblacion: 121
individual69 mCAI=0.422347,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:1,fitness:351348, last mutation: -1, Identificador de poblacion: 33
individual70 mCAI=0.417592,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:1,fitness:341180, last mutation: 1, Identificador de poblacion: 47
individual71 mCAI=0.381708,mHD=0.210526,lLCS=0.149123,GENDER=male,AGE:1,fitness:339657, last mutation: 0, Identificador de poblacion: 187
individual72 mCAI=0.425464,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:2,fitness:338720, last mutation: -1, Identificador de poblacion: 127
individual73 mCAI=0.417299,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:336784, last mutation: 0, Identificador de poblacion: 73
individual74 mCAI=0.396532,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:329695, last mutation: 0, Identificador de poblacion: 153
individual75 mCAI=0.392473,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:1,fitness:315671, last mutation: 0, Identificador de poblacion: 96
individual76 mCAI=0.39607,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:312168, last mutation: 0, Identificador de poblacion: 105
individual77 mCAI=0.39197,mHD=0.210526,lLCS=0.175439,GENDER=male,AGE:0,fitness:308786, last mutation: 0, Identificador de poblacion: 193
individual78 mCAI=0.436493,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:306350, last mutation: 1, Identificador de poblacion: 113
individual79 mCAI=0.436344,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:299271, last mutation: 1, Identificador de poblacion: 113
individual80 mCAI=0.436344,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:299269, last mutation: 1, Identificador de poblacion: 113
individual81 mCAI=0.436344,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:299269, last mutation: 1, Identificador de poblacion: 113
individual82 mCAI=0.436344,mHD=0.166667,lLCS=0.157895,GENDER=female,AGE:0,fitness:291469, last mutation: 1, Identificador de poblacion: 113
individual83 mCAI=0.378969,mHD=0.210526,lLCS=0.149123,GENDER=male,AGE:0,fitness:269017, last mutation: 0, Identificador de poblacion: 21
individual84 mCAI=0.41967,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:2,fitness:241443, last mutation: 0, Identificador de poblacion: 180
individual85 mCAI=0.405169,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:231129, last mutation: 2, Identificador de poblacion: 194
individual86 mCAI=0.421905,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:1,fitness:216821, last mutation: 1, Identificador de poblacion: 188
individual87 mCAI=0.421905,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:1,fitness:216821, last mutation: 1, Identificador de poblacion: 188
individual88 mCAI=0.376394,mHD=0.210526,lLCS=0.149123,GENDER=male,AGE:1,fitness:206969, last mutation: 2, Identificador de poblacion: 5
individual89 mCAI=0.401887,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:205797, last mutation: 0, Identificador de poblacion: 105
individual90 mCAI=0.42122,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:0,fitness:202733, last mutation: 0, Identificador de poblacion: 41
individual91 mCAI=0.391898,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:200712, last mutation: 0, Identificador de poblacion: 6
individual92 mCAI=0.404005,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:197307, last mutation: 0, Identificador de poblacion: 79
individual93 mCAI=0.403964,mHD=0.192982,lLCS=0.131579,GENDER=male,AGE:2,fitness:196195, last mutation: 2, Identificador de poblacion: 137
individual94 mCAI=0.400724,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:2,fitness:180697, last mutation: 0, Identificador de poblacion: 164
individual95 mCAI=0.425826,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:2,fitness:157659, last mutation: 1, Identificador de poblacion: 118
individual96 mCAI=0.425812,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:157355, last mutation: 1, Identificador de poblacion: 100
individual97 mCAI=0.419289,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:1,fitness:156247, last mutation: -1, Identificador de poblacion: 188
individual98 mCAI=0.416279,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:3,fitness:150788, last mutation: -1, Identificador de poblacion: 79
individual99 mCAI=0.410219,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:1,fitness:150606, last mutation: 1, Identificador de poblacion: 164

individual100 mCAI=0.398306,mHD=0.201754,lLCS=0.157895,GENDER=male,AGE:0,fitness:145701, last mutation: 0, Identificador de poblacion: 106
individual101 mCAI=0.415962,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:3,fitness:144342, last mutation: -1, Identificador de poblacion: 37
individual102 mCAI=0.409602,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:2,fitness:140633, last mutation: 0, Identificador de poblacion: 54
individual103 mCAI=0.424991,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:1,fitness:139930, last mutation: -1, Identificador de poblacion: 118
individual104 mCAI=0.401164,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:2,fitness:134368, last mutation: 2, Identificador de poblacion: 21
individual105 mCAI=0.409161,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:1,fitness:134162, last mutation: 0, Identificador de poblacion: 26
individual106 mCAI=0.417432,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:1,fitness:123838, last mutation: 0, Identificador de poblacion: 65
individual107 mCAI=0.42438,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:1,fitness:122251, last mutation: 0, Identificador de poblacion: 54
individual108 mCAI=0.423769,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:2,fitness:117542, last mutation: 1, Identificador de poblacion: 6
individual109 mCAI=0.387532,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:112889, last mutation: 2, Identificador de poblacion: 106
individual110 mCAI=0.413361,mHD=0.184211,lLCS=0.122807,GENDER=male,AGE:1,fitness:100989, last mutation: 2, Identificador de poblacion: 197
individual111 mCAI=0.415711,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:1,fitness:99837.5, last mutation: 1, Identificador de poblacion: 3
individual112 mCAI=0.386135,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:95819.1, last mutation: 0, Identificador de poblacion: 167
individual113 mCAI=0.428911,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:1,fitness:93820.8, last mutation: 0, Identificador de poblacion: 167
individual114 mCAI=0.428578,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:89088, last mutation: 3, Identificador de poblacion: 113
individual115 mCAI=0.428578,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:89088, last mutation: 3, Identificador de poblacion: 113
individual116 mCAI=0.428578,mHD=0.166667,lLCS=0.157895,GENDER=female,AGE:0,fitness:87549.9, last mutation: -1, Identificador de poblacion: 113
individual117 mCAI=0.421009,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:1,fitness:75201.5, last mutation: 0, Identificador de poblacion: 73
individual118 mCAI=0.383631,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:1,fitness:71440.4, last mutation: 0, Identificador de poblacion: 21
individual119 mCAI=0.428285,mHD=0.166667,lLCS=0.184211,GENDER=female,AGE:1,fitness:69997.5, last mutation: 0, Identificador de poblacion: 20
individual120 mCAI=0.412585,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:67537.2, last mutation: 0, Identificador de poblacion: 153
individual121 mCAI=0.3957,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:64752.3, last mutation: 0, Identificador de poblacion: 169
individual122 mCAI=0.40981,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:62921.4, last mutation: 0, Identificador de poblacion: 169
individual123 mCAI=0.409541,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:3,fitness:60036.1, last mutation: -1, Identificador de poblacion: 92
individual124 mCAI=0.409497,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:59681.2, last mutation: 0, Identificador de poblacion: 169
individual125 mCAI=0.388592,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:1,fitness:47942.1, last mutation: 0, Identificador de poblacion: 127
individual126 mCAI=0.393301,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:1,fitness:47245.1, last mutation: 0, Identificador de poblacion: 119
individual127 mCAI=0.409587,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:1,fitness:47066.7, last mutation: 0, Identificador de poblacion: 137
