
Iteracción: 0
individual0 mCAI=0.555196,mHD=0.149123,lLCS=0.0672515,GENDER=female,AGE:0,fitness:6.90575e+10, last mutation: -1, Identificador de poblacion: 179
individual179 mCAI=0.551792,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:20929.4, last mutation: -1, Identificador de poblacion: 119
individual180 mCAI=0.557165,mHD=0.192982,lLCS=0.0701754,GENDER=female,AGE:0,fitness:20858, last mutation: -1, Identificador de poblacion: 184
individual181 mCAI=0.544649,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:20612.9, last mutation: -1, Identificador de poblacion: 72
individual182 mCAI=0.537775,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:20313.5, last mutation: -1, Identificador de poblacion: 45
individual183 mCAI=0.533486,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:20128.6, last mutation: -1, Identificador de poblacion: 94
individual184 mCAI=0.543159,mHD=0.192982,lLCS=0.0672515,GENDER=female,AGE:0,fitness:20014.3, last mutation: -1, Identificador de poblacion: 92
individual185 mCAI=0.525038,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:19769, last mutation: -1, Identificador de poblacion: 1
individual186 mCAI=0.557458,mHD=0.195906,lLCS=0.0847953,GENDER=female,AGE:0,fitness:8037.11, last mutation: -1, Identificador de poblacion: 65
individual187 mCAI=0.542614,mHD=0.195906,lLCS=0.0760234,GENDER=female,AGE:0,fitness:7663.48, last mutation: -1, Identificador de poblacion: 103
individual188 mCAI=0.545026,mHD=0.195906,lLCS=0.0672515,GENDER=female,AGE:0,fitness:7527.47, last mutation: -1, Identificador de poblacion: 150
individual189 mCAI=0.532044,mHD=0.195906,lLCS=0.0760234,GENDER=female,AGE:0,fitness:7508.1, last mutation: -1, Identificador de poblacion: 90
individual190 mCAI=0.527239,mHD=0.195906,lLCS=0.0760234,GENDER=female,AGE:0,fitness:7438.35, last mutation: -1, Identificador de poblacion: 105
individual191 mCAI=0.53543,mHD=0.195906,lLCS=0.0672515,GENDER=female,AGE:0,fitness:7369.1, last mutation: -1, Identificador de poblacion: 132
individual192 mCAI=0.535462,mHD=0.195906,lLCS=0.0643275,GENDER=female,AGE:0,fitness:7307.17, last mutation: -1, Identificador de poblacion: 123
individual193 mCAI=0.527032,mHD=0.195906,lLCS=0.0672515,GENDER=female,AGE:0,fitness:7232.61, last mutation: -1, Identificador de poblacion: 196
individual194 mCAI=0.550184,mHD=0.19883,lLCS=0.0906433,GENDER=female,AGE:0,fitness:3066.58, last mutation: -1, Identificador de poblacion: 22
individual195 mCAI=0.546046,mHD=0.19883,lLCS=0.0847953,GENDER=female,AGE:0,fitness:3013.6, last mutation: -1, Identificador de poblacion: 85
individual196 mCAI=0.550417,mHD=0.19883,lLCS=0.0701754,GENDER=female,AGE:0,fitness:2948.79, last mutation: -1, Identificador de poblacion: 125
individual197 mCAI=0.510476,mHD=0.19883,lLCS=0.0760234,GENDER=female,AGE:0,fitness:2780.57, last mutation: -1, Identificador de poblacion: 30
individual198 mCAI=0.53502,mHD=0.201754,lLCS=0.0760234,GENDER=female,AGE:0,fitness:1194.83, last mutation: -1, Identificador de poblacion: 144
individual199 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:199, last mutation: -1, Identificador de poblacion: 0
//
